name,composition,manufacturer,pack_size,mrp,is_symptomatic
Volini 650mg,Volini + Excipients,Pharma_64,20,177.23,False
Medicine_9740,Unknown Composition,Pharma_39,11,255.31,False
Tramadol 500mg,Tramadol + Excipients,Pharma_81,21,492.41,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_48,6,312.81,False
Medicine_3738,Unknown Composition,Pharma_59,29,69.97,False
Maxtra 650mg,Maxtra + Excipients,Pharma_6,10,284.44,False
Medicine_9864,Unknown Composition,Pharma_97,29,396.73,False
Medicine_8854,Unknown Composition,Pharma_36,8,406.79,False
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_79,22,246.14,False
Medicine_1707,Unknown Composition,Pharma_62,17,22.39,False
Medicine_9674,Unknown Composition,Pharma_92,3,27.15,False
Volini Syrup,Volini + Excipients,Pharma_35,26,385.32,False
Ascoril Tablet,Ascoril + Excipients,Pharma_25,20,386.19,False
Cefixime Tablet,Cefixime + Excipients,Pharma_70,9,397.57,False
Medicine_5014,Unknown Composition,Pharma_77,10,310.55,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_33,20,204.43,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_71,14,251.54,True
Medicine_5318,Unknown Composition,Pharma_68,9,418.9,False
Benadryl 500mg,Benadryl + Excipients,Pharma_66,24,329.02,False
Medicine_1638,Unknown Composition,Pharma_31,13,341.74,False
Sinarest 500mg,Sinarest + Excipients,Pharma_63,1,181.68,False
Medicine_2046,Unknown Composition,Pharma_62,11,441.36,False
Medicine_5928,Unknown Composition,Pharma_83,27,371.01,False
Combiflam 650mg,Combiflam + Excipients,Pharma_78,8,146.45,False
Benadryl Tablet,Benadryl + Excipients,Pharma_92,20,215.45,False
Medicine_9926,Unknown Composition,Pharma_47,10,300.15,False
Augmentin 650mg,Augmentin + Excipients,Pharma_48,20,158.9,False
Cefixime 500mg,Cefixime + Excipients,Pharma_7,28,290.11,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_8,24,480.17,True
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_23,11,364.9,False
Medicine_1538,Unknown Composition,Pharma_5,21,324.38,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_89,12,213.98,True
Diclofenac 500mg,Diclofenac + Excipients,Pharma_99,2,402.26,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_82,22,224.62,False
Sumo Tablet,Sumo + Excipients,Pharma_41,2,474.46,False
Sumo 650mg,Sumo + Excipients,Pharma_45,2,247.33,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_69,23,121.87,False
Crocin Syrup,Crocin + Excipients,Pharma_4,2,236.83,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_60,9,231.81,False
Medicine_7494,Unknown Composition,Pharma_71,6,241.25,False
Sinarest Syrup,Sinarest + Excipients,Pharma_56,28,67.64,False
Crocin 650mg,Crocin + Excipients,Pharma_76,1,444.46,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_29,10,276.4,False
Medicine_3246,Unknown Composition,Pharma_7,19,26.57,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_1,10,43.19,False
Medicine_3256,Unknown Composition,Pharma_25,21,279.8,False
Medicine_9281,Unknown Composition,Pharma_1,25,460.25,False
Otrivin Tablet,Otrivin + Excipients,Pharma_1,20,359.15,False
Cefixime Tablet,Cefixime + Excipients,Pharma_23,9,209.6,False
Tramadol 500mg,Tramadol + Excipients,Pharma_61,20,179.63,False
Medicine_8158,Unknown Composition,Pharma_3,7,99.96,False
Medicine_3088,Unknown Composition,Pharma_76,17,144.76,False
Medicine_1719,Unknown Composition,Pharma_8,4,133.95,False
Sinarest Syrup,Sinarest + Excipients,Pharma_47,22,429.36,False
Medicine_3375,Unknown Composition,Pharma_35,10,448.76,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_35,7,203.77,False
Medicine_9092,Unknown Composition,Pharma_49,14,250.81,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_14,12,499.68,True
Medicine_7549,Unknown Composition,Pharma_80,28,152.7,False
Cefixime 500mg,Cefixime + Excipients,Pharma_24,17,161.74,False
Medicine_9967,Unknown Composition,Pharma_45,18,52.17,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_60,20,71.81,True
Medicine_1512,Unknown Composition,Pharma_21,14,178.49,False
Medicine_8384,Unknown Composition,Pharma_5,9,222.15,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_43,26,253.52,True
Augmentin 650mg,Augmentin + Excipients,Pharma_32,20,220.24,False
Medicine_1170,Unknown Composition,Pharma_49,6,171.85,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_17,21,339.49,False
Medicine_3691,Unknown Composition,Pharma_2,8,458.34,False
Medicine_7383,Unknown Composition,Pharma_44,9,118.35,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_71,2,305.69,True
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_73,3,155.09,False
Crocin Tablet,Crocin + Excipients,Pharma_50,16,171.05,False
Ascoril 500mg,Ascoril + Excipients,Pharma_8,4,295.77,False
Medicine_9906,Unknown Composition,Pharma_78,25,387.65,False
Otrivin 500mg,Otrivin + Excipients,Pharma_31,14,195.22,False
Augmentin 500mg,Augmentin + Excipients,Pharma_20,22,414.15,False
Volini Tablet,Volini + Excipients,Pharma_18,8,375.07,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_18,6,358.76,False
Medicine_4697,Unknown Composition,Pharma_10,16,28.23,False
Cefixime Tablet,Cefixime + Excipients,Pharma_95,19,85.81,False
Crocin Tablet,Crocin + Excipients,Pharma_10,3,380.62,False
Medicine_2194,Unknown Composition,Pharma_60,1,380.29,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_4,16,258.81,False
Medicine_1766,Unknown Composition,Pharma_34,10,351.76,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_54,2,296.32,True
Medicine_2957,Unknown Composition,Pharma_16,23,349.68,False
Medicine_4569,Unknown Composition,Pharma_14,27,184.27,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_1,8,104.12,False
Medicine_8578,Unknown Composition,Pharma_47,25,419.47,False
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_49,6,114.9,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_6,10,327.45,True
Paracetamol Tablet,Paracetamol + Excipients,Pharma_40,16,389.57,True
Augmentin Syrup,Augmentin + Excipients,Pharma_49,11,179.69,False
Maxtra 650mg,Maxtra + Excipients,Pharma_68,29,44.56,False
Medicine_7115,Unknown Composition,Pharma_61,3,398.85,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_49,19,271.5,False
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_81,22,125.31,False
Benadryl Tablet,Benadryl + Excipients,Pharma_14,4,328.08,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_49,21,214.67,True
Combiflam 650mg,Combiflam + Excipients,Pharma_17,15,297.86,False
Tramadol Syrup,Tramadol + Excipients,Pharma_92,11,174.04,False
Medicine_3670,Unknown Composition,Pharma_60,29,10.74,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_30,8,67.48,False
Combiflam 650mg,Combiflam + Excipients,Pharma_7,20,495.57,False
Sinarest 500mg,Sinarest + Excipients,Pharma_60,3,244.94,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_1,13,25.72,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_84,2,44.81,True
Tramadol 500mg,Tramadol + Excipients,Pharma_57,8,453.6,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_10,8,167.0,True
Otrivin 650mg,Otrivin + Excipients,Pharma_90,9,301.37,False
Maxtra 500mg,Maxtra + Excipients,Pharma_10,17,109.98,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_57,24,492.97,False
Medicine_5719,Unknown Composition,Pharma_24,22,289.22,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_95,21,382.36,True
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_72,18,131.27,True
Volini Syrup,Volini + Excipients,Pharma_28,11,52.85,False
Medicine_8302,Unknown Composition,Pharma_86,12,54.53,False
Medicine_7264,Unknown Composition,Pharma_60,27,323.49,False
Maxtra Syrup,Maxtra + Excipients,Pharma_34,26,224.92,False
Cefixime Tablet,Cefixime + Excipients,Pharma_43,11,352.87,False
Medicine_6831,Unknown Composition,Pharma_22,19,361.53,False
Maxtra 650mg,Maxtra + Excipients,Pharma_81,14,483.32,False
Sumo Tablet,Sumo + Excipients,Pharma_30,22,40.89,False
Medicine_2544,Unknown Composition,Pharma_81,19,96.74,False
Medicine_5925,Unknown Composition,Pharma_73,27,316.82,False
Combiflam Tablet,Combiflam + Excipients,Pharma_5,19,65.21,False
Medicine_6517,Unknown Composition,Pharma_87,15,176.51,False
Cefixime Syrup,Cefixime + Excipients,Pharma_97,17,233.39,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_46,19,278.41,False
Otrivin Syrup,Otrivin + Excipients,Pharma_93,9,88.86,False
Volini 650mg,Volini + Excipients,Pharma_57,19,206.35,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_66,17,174.27,True
Augmentin Tablet,Augmentin + Excipients,Pharma_32,23,396.64,False
Medicine_7625,Unknown Composition,Pharma_42,13,356.07,False
Medicine_2621,Unknown Composition,Pharma_28,16,267.74,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_44,23,115.78,False
Medicine_8619,Unknown Composition,Pharma_89,29,411.96,False
Otrivin 650mg,Otrivin + Excipients,Pharma_89,26,375.02,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_70,7,110.89,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_55,1,431.71,True
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_23,16,362.58,True
Ascoril Syrup,Ascoril + Excipients,Pharma_5,14,235.23,False
Ascoril Syrup,Ascoril + Excipients,Pharma_92,25,186.22,False
Medicine_3256,Unknown Composition,Pharma_75,26,476.26,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_57,17,465.77,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_25,7,47.54,False
Volini Syrup,Volini + Excipients,Pharma_67,11,405.12,False
Medicine_1332,Unknown Composition,Pharma_6,19,445.65,False
Medicine_8372,Unknown Composition,Pharma_84,11,485.09,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_13,27,200.68,True
Medicine_7282,Unknown Composition,Pharma_69,22,229.04,False
Medicine_9577,Unknown Composition,Pharma_78,27,357.35,False
Otrivin 500mg,Otrivin + Excipients,Pharma_92,9,413.88,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_33,11,109.57,True
Medicine_3725,Unknown Composition,Pharma_66,25,164.18,False
Medicine_2035,Unknown Composition,Pharma_24,24,242.0,False
Cetirizine Tablet,Cetirizine + Excipients,Pharma_66,22,160.46,True
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_67,17,131.11,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_32,26,480.78,True
Otrivin 500mg,Otrivin + Excipients,Pharma_92,13,166.52,False
Ascoril 650mg,Ascoril + Excipients,Pharma_4,23,103.46,False
Sumo 650mg,Sumo + Excipients,Pharma_69,1,276.15,False
Medicine_1197,Unknown Composition,Pharma_46,2,22.3,False
Volini Syrup,Volini + Excipients,Pharma_7,21,181.26,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_12,12,349.5,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_13,26,56.74,True
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_57,22,461.08,False
Augmentin 650mg,Augmentin + Excipients,Pharma_24,4,407.96,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_65,6,152.47,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_19,4,45.75,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_76,21,131.86,True
Medicine_7348,Unknown Composition,Pharma_62,5,499.12,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_5,6,342.02,True
Maxtra Syrup,Maxtra + Excipients,Pharma_69,5,317.66,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_97,14,86.59,False
Augmentin Tablet,Augmentin + Excipients,Pharma_68,5,360.68,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_69,21,236.61,False
Sumo Tablet,Sumo + Excipients,Pharma_11,28,429.48,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_43,8,472.14,False
Volini 500mg,Volini + Excipients,Pharma_77,11,263.66,False
Medicine_4391,Unknown Composition,Pharma_29,6,243.52,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_59,16,296.45,False
Medicine_5941,Unknown Composition,Pharma_61,11,392.4,False
Cetirizine Tablet,Cetirizine + Excipients,Pharma_50,13,351.32,True
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_8,29,392.27,True
Medicine_1786,Unknown Composition,Pharma_30,13,415.88,False
Medicine_4104,Unknown Composition,Pharma_32,10,388.85,False
Medicine_5903,Unknown Composition,Pharma_87,12,233.95,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_40,9,264.16,True
Medicine_2247,Unknown Composition,Pharma_38,1,318.78,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_93,11,431.95,False
Sinarest 650mg,Sinarest + Excipients,Pharma_36,2,316.79,False
Medicine_2950,Unknown Composition,Pharma_33,4,396.09,False
Medicine_1810,Unknown Composition,Pharma_82,12,46.39,False
Maxtra 650mg,Maxtra + Excipients,Pharma_2,18,335.69,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_4,8,421.87,True
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_93,12,220.72,True
Medicine_4310,Unknown Composition,Pharma_52,3,360.89,False
Volini 650mg,Volini + Excipients,Pharma_6,20,277.97,False
Sinarest 650mg,Sinarest + Excipients,Pharma_82,9,303.13,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_49,28,313.03,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_12,13,37.4,True
Sinarest Tablet,Sinarest + Excipients,Pharma_58,27,44.29,False
Ascoril 650mg,Ascoril + Excipients,Pharma_96,2,245.35,False
Ascoril 500mg,Ascoril + Excipients,Pharma_98,3,284.19,False
Medicine_1152,Unknown Composition,Pharma_13,12,280.79,False
Sumo 500mg,Sumo + Excipients,Pharma_64,17,428.52,False
Crocin Tablet,Crocin + Excipients,Pharma_12,7,281.66,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_11,1,314.79,True
Medicine_9059,Unknown Composition,Pharma_55,26,401.09,False
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_50,20,271.76,False
Crocin 500mg,Crocin + Excipients,Pharma_67,9,171.41,False
Maxtra 650mg,Maxtra + Excipients,Pharma_69,10,62.04,False
Medicine_6116,Unknown Composition,Pharma_10,14,226.29,False
Medicine_1771,Unknown Composition,Pharma_17,10,497.22,False
Medicine_3278,Unknown Composition,Pharma_44,26,37.61,False
Medicine_6571,Unknown Composition,Pharma_6,28,338.9,False
Medicine_3752,Unknown Composition,Pharma_82,28,496.67,False
Medicine_4872,Unknown Composition,Pharma_50,15,436.67,False
Combiflam Tablet,Combiflam + Excipients,Pharma_59,13,35.4,False
Medicine_9809,Unknown Composition,Pharma_9,2,409.64,False
Tramadol 650mg,Tramadol + Excipients,Pharma_28,6,391.83,False
Medicine_5563,Unknown Composition,Pharma_95,19,128.48,False
Medicine_1428,Unknown Composition,Pharma_45,28,309.75,False
Otrivin Syrup,Otrivin + Excipients,Pharma_68,8,153.05,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_37,11,321.13,True
Crocin Tablet,Crocin + Excipients,Pharma_34,29,33.8,False
Combiflam 650mg,Combiflam + Excipients,Pharma_60,3,258.11,False
Medicine_9983,Unknown Composition,Pharma_77,28,39.93,False
Sinarest 650mg,Sinarest + Excipients,Pharma_71,11,78.36,False
Medicine_7101,Unknown Composition,Pharma_20,6,181.49,False
Volini Syrup,Volini + Excipients,Pharma_27,14,365.63,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_73,5,143.16,False
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_9,11,169.87,True
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_72,6,360.19,True
Medicine_7644,Unknown Composition,Pharma_30,9,335.61,False
Crocin Tablet,Crocin + Excipients,Pharma_92,16,377.66,False
Medicine_7495,Unknown Composition,Pharma_72,22,434.06,False
Combiflam 650mg,Combiflam + Excipients,Pharma_23,20,60.87,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_60,18,490.38,True
Otrivin 650mg,Otrivin + Excipients,Pharma_53,20,360.04,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_93,19,108.06,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_69,26,19.45,False
Tramadol 500mg,Tramadol + Excipients,Pharma_54,29,26.03,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_92,8,345.83,True
Azithromycin Syrup,Azithromycin + Excipients,Pharma_68,3,222.12,True
Sumo 650mg,Sumo + Excipients,Pharma_53,22,370.28,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_50,24,240.6,False
Augmentin 500mg,Augmentin + Excipients,Pharma_94,6,246.27,False
Crocin 650mg,Crocin + Excipients,Pharma_23,21,415.59,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_28,27,395.04,True
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_41,19,457.73,False
Crocin Tablet,Crocin + Excipients,Pharma_8,23,177.11,False
Otrivin 650mg,Otrivin + Excipients,Pharma_86,5,267.27,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_79,18,42.38,True
Otrivin Tablet,Otrivin + Excipients,Pharma_61,4,85.42,False
Medicine_1898,Unknown Composition,Pharma_6,26,85.66,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_24,29,156.99,True
Medicine_1430,Unknown Composition,Pharma_67,2,131.9,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_99,13,100.15,True
Ambroxol 500mg,Ambroxol + Excipients,Pharma_78,27,230.97,False
Tramadol Syrup,Tramadol + Excipients,Pharma_95,6,205.37,False
Medicine_9086,Unknown Composition,Pharma_24,29,357.38,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_62,7,414.98,True
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_72,28,57.04,True
Combiflam 650mg,Combiflam + Excipients,Pharma_28,5,96.46,False
Medicine_9040,Unknown Composition,Pharma_31,24,279.04,False
Medicine_9145,Unknown Composition,Pharma_76,24,55.1,False
Tramadol 650mg,Tramadol + Excipients,Pharma_19,12,154.71,False
Medicine_6282,Unknown Composition,Pharma_59,1,472.72,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_99,18,295.28,True
Medicine_9410,Unknown Composition,Pharma_51,18,46.34,False
Augmentin Syrup,Augmentin + Excipients,Pharma_84,1,223.11,False
Medicine_8825,Unknown Composition,Pharma_15,7,50.6,False
Sumo Syrup,Sumo + Excipients,Pharma_52,5,477.6,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_73,3,291.56,True
Tramadol 500mg,Tramadol + Excipients,Pharma_9,10,297.79,False
Tramadol Tablet,Tramadol + Excipients,Pharma_87,29,268.04,False
Medicine_9919,Unknown Composition,Pharma_45,18,314.98,False
Augmentin 500mg,Augmentin + Excipients,Pharma_42,13,251.09,False
Ascoril Tablet,Ascoril + Excipients,Pharma_56,1,375.64,False
Sumo 650mg,Sumo + Excipients,Pharma_34,8,161.01,False
Medicine_9367,Unknown Composition,Pharma_62,8,66.41,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_71,8,24.09,True
Benadryl 500mg,Benadryl + Excipients,Pharma_74,22,234.16,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_74,25,219.03,True
Sinarest 650mg,Sinarest + Excipients,Pharma_74,8,333.31,False
Medicine_6279,Unknown Composition,Pharma_12,9,192.95,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_72,12,257.06,True
Medicine_5131,Unknown Composition,Pharma_71,22,329.7,False
Tramadol 500mg,Tramadol + Excipients,Pharma_51,21,19.77,False
Medicine_5568,Unknown Composition,Pharma_2,7,295.18,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_94,15,467.23,False
Medicine_1524,Unknown Composition,Pharma_81,1,242.43,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_7,25,25.84,True
Sumo 650mg,Sumo + Excipients,Pharma_15,5,184.94,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_35,16,423.12,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_8,15,248.06,True
Medicine_2955,Unknown Composition,Pharma_25,22,334.12,False
Medicine_4566,Unknown Composition,Pharma_2,14,172.88,False
Medicine_4042,Unknown Composition,Pharma_67,18,182.86,False
Medicine_7052,Unknown Composition,Pharma_8,18,266.56,False
Benadryl Tablet,Benadryl + Excipients,Pharma_17,3,386.71,False
Medicine_1645,Unknown Composition,Pharma_44,13,309.75,False
Volini Syrup,Volini + Excipients,Pharma_53,3,94.54,False
Medicine_1241,Unknown Composition,Pharma_16,20,80.54,False
Medicine_3685,Unknown Composition,Pharma_34,6,370.12,False
Maxtra 650mg,Maxtra + Excipients,Pharma_67,15,143.85,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_22,17,285.6,True
Volini Syrup,Volini + Excipients,Pharma_48,25,334.69,False
Medicine_7784,Unknown Composition,Pharma_42,17,393.66,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_2,17,81.86,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_87,14,22.79,False
Diclofenac 650mg,Diclofenac + Excipients,Pharma_70,7,267.56,False
Medicine_7157,Unknown Composition,Pharma_76,14,218.6,False
Medicine_9156,Unknown Composition,Pharma_19,9,404.73,False
Medicine_6662,Unknown Composition,Pharma_91,5,126.12,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_49,5,337.81,True
Sinarest 650mg,Sinarest + Excipients,Pharma_3,8,126.46,False
Augmentin Syrup,Augmentin + Excipients,Pharma_88,20,34.78,False
Medicine_5617,Unknown Composition,Pharma_76,23,244.05,False
Medicine_2745,Unknown Composition,Pharma_24,19,433.45,False
Ascoril Syrup,Ascoril + Excipients,Pharma_68,9,252.25,False
Maxtra Tablet,Maxtra + Excipients,Pharma_49,14,377.74,False
Maxtra Tablet,Maxtra + Excipients,Pharma_77,12,229.26,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_97,8,445.4,True
Medicine_3314,Unknown Composition,Pharma_24,16,269.09,False
Maxtra 650mg,Maxtra + Excipients,Pharma_28,24,261.94,False
Medicine_3119,Unknown Composition,Pharma_30,18,389.22,False
Otrivin Tablet,Otrivin + Excipients,Pharma_60,7,493.92,False
Medicine_1987,Unknown Composition,Pharma_25,16,232.11,False
Otrivin Syrup,Otrivin + Excipients,Pharma_8,23,80.81,False
Medicine_2428,Unknown Composition,Pharma_35,3,233.95,False
Medicine_1390,Unknown Composition,Pharma_78,6,407.82,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_34,10,429.42,True
Medicine_5830,Unknown Composition,Pharma_46,6,400.91,False
Volini 500mg,Volini + Excipients,Pharma_95,5,127.55,False
Medicine_7017,Unknown Composition,Pharma_78,22,43.89,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_56,7,118.48,False
Medicine_2594,Unknown Composition,Pharma_96,26,95.69,False
Medicine_2149,Unknown Composition,Pharma_29,24,424.05,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_27,7,297.45,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_78,10,219.93,True
Benadryl Syrup,Benadryl + Excipients,Pharma_28,20,429.25,False
Medicine_7804,Unknown Composition,Pharma_54,26,134.24,False
Cefixime 500mg,Cefixime + Excipients,Pharma_27,14,339.36,False
Combiflam Tablet,Combiflam + Excipients,Pharma_40,2,324.37,False
Medicine_7052,Unknown Composition,Pharma_60,22,231.2,False
Medicine_9261,Unknown Composition,Pharma_6,3,127.47,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_2,3,465.6,True
Ascoril 500mg,Ascoril + Excipients,Pharma_65,28,229.06,False
Medicine_3241,Unknown Composition,Pharma_85,22,122.57,False
Ascoril 650mg,Ascoril + Excipients,Pharma_50,9,231.02,False
Ascoril 500mg,Ascoril + Excipients,Pharma_73,11,428.8,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_49,29,12.59,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_10,17,414.75,True
Medicine_8365,Unknown Composition,Pharma_13,12,379.45,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_72,14,441.83,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_65,25,384.61,False
Maxtra Tablet,Maxtra + Excipients,Pharma_60,19,49.67,False
Sinarest Syrup,Sinarest + Excipients,Pharma_69,3,90.56,False
Tramadol Syrup,Tramadol + Excipients,Pharma_82,11,286.64,False
Volini Syrup,Volini + Excipients,Pharma_80,26,233.04,False
Benadryl 500mg,Benadryl + Excipients,Pharma_58,8,441.33,False
Sumo 650mg,Sumo + Excipients,Pharma_96,7,47.33,False
Medicine_9889,Unknown Composition,Pharma_51,20,316.15,False
Maxtra Tablet,Maxtra + Excipients,Pharma_54,19,363.28,False
Medicine_1829,Unknown Composition,Pharma_19,12,359.34,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_10,11,250.44,False
Medicine_7306,Unknown Composition,Pharma_4,6,119.74,False
Medicine_3436,Unknown Composition,Pharma_89,22,290.09,False
Medicine_2334,Unknown Composition,Pharma_84,2,438.6,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_60,16,281.32,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_71,27,455.65,True
Medicine_9022,Unknown Composition,Pharma_73,11,447.09,False
Medicine_2385,Unknown Composition,Pharma_12,5,282.49,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_53,25,221.73,False
Medicine_4198,Unknown Composition,Pharma_58,1,410.84,False
Volini 650mg,Volini + Excipients,Pharma_26,16,32.27,False
Benadryl Tablet,Benadryl + Excipients,Pharma_85,22,177.6,False
Ascoril 500mg,Ascoril + Excipients,Pharma_27,27,481.84,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_51,29,279.65,False
Medicine_9181,Unknown Composition,Pharma_73,13,123.24,False
Cefixime Syrup,Cefixime + Excipients,Pharma_18,15,41.19,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_25,14,489.31,True
Cefixime 500mg,Cefixime + Excipients,Pharma_75,2,48.2,False
Maxtra Syrup,Maxtra + Excipients,Pharma_14,16,410.38,False
Benadryl Tablet,Benadryl + Excipients,Pharma_53,21,340.59,False
Medicine_2899,Unknown Composition,Pharma_76,7,55.92,False
Medicine_1986,Unknown Composition,Pharma_20,26,98.1,False
Medicine_7277,Unknown Composition,Pharma_83,15,237.61,False
Medicine_7065,Unknown Composition,Pharma_34,11,264.74,False
Crocin 500mg,Crocin + Excipients,Pharma_63,19,350.5,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_10,7,484.55,True
Medicine_4016,Unknown Composition,Pharma_15,23,450.49,False
Sinarest 650mg,Sinarest + Excipients,Pharma_40,3,375.0,False
Sinarest Syrup,Sinarest + Excipients,Pharma_49,18,138.77,False
